modelo,cond,semente,grupo,geracao,massa_cauda,n_tokens
x-ai-grok-4-5,en-C1,controle-en-02-babbitt,controle-en,9,0.3519,162
x-ai-grok-4-5,en-C1,controle-en-02-babbitt,controle-en,10,0.3293,164
x-ai-grok-4-5,en-C1,controle-en-02-babbitt,controle-en,11,0.3671,158
x-ai-grok-4-5,en-C1,controle-en-02-babbitt,controle-en,12,0.3354,158
x-ai-grok-4-5,en-C1,controle-en-02-babbitt,controle-en,13,0.3438,160
x-ai-grok-4-5,en-C1,controle-en-02-babbitt,controle-en,14,0.327,159
x-ai-grok-4-5,en-C1,controle-en-02-babbitt,controle-en,15,0.3418,158
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,0,0.1855,248
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,1,0.3148,216
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,2,0.2133,211
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,3,0.3039,204
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,4,0.2297,209
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,5,0.3835,206
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,6,0.226,208
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,7,0.2857,203
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,8,0.2333,210
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,9,0.3039,204
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,10,0.2381,210
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,11,0.301,206
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,12,0.2297,209
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,13,0.3382,204
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,14,0.2249,209
x-ai-grok-4-5,en-C1,controle-en-03-lost-lady,controle-en,15,0.34,200
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,0,0.1486,222
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,1,0.1531,196
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,2,0.1531,196
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,3,0.1531,196
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,4,0.1531,196
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,5,0.1531,196
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,6,0.2,200
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,7,0.1762,193
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,8,0.1692,201
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,9,0.1535,202
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,10,0.1683,202
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,11,0.1485,202
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,12,0.1386,202
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,13,0.2139,201
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,14,0.1658,199
x-ai-grok-4-5,en-C2,controle-en-01-gatsby,controle-en,15,0.1719,192
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,0,0.285,193
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,1,0.3046,174
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,2,0.3354,161
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,3,0.354,161
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,4,0.3395,162
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,5,0.35,160
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,6,0.3631,157
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,7,0.3567,157
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,8,0.3654,156
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,9,0.35,160
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,10,0.3544,158
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,11,0.3608,158
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,12,0.3585,159
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,13,0.3526,156
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,14,0.3484,155
x-ai-grok-4-5,en-C2,controle-en-02-babbitt,controle-en,15,0.3654,156
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,0,0.1855,248
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,1,0.2072,222
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,2,0.2356,208
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,3,0.2367,207
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,4,0.239,205
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,5,0.2244,205
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,6,0.2379,206
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,7,0.2293,205
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,8,0.2427,206
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,9,0.2293,205
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,10,0.2439,205
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,11,0.2341,205
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,12,0.2379,206
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,13,0.2379,206
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,14,0.239,205
x-ai-grok-4-5,en-C2,controle-en-03-lost-lady,controle-en,15,0.2451,204
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,0,0.2059,204
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,1,0.2488,201
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,2,0.2687,201
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,3,0.2621,206
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,4,0.2415,207
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,5,0.2512,203
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,6,0.2512,207
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,7,0.2452,208
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,8,0.2512,203
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,9,0.2548,208
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,10,0.2647,204
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,11,0.2476,206
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,12,0.2451,204
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,13,0.2562,203
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,14,0.2439,205
x-ai-grok-4-5,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,15,0.2562,203
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,0,0.2098,224
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,1,0.2715,221
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,2,0.2353,221
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,3,0.2422,223
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,4,0.2556,223
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,5,0.2591,220
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,6,0.3094,223
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,7,0.2533,225
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,8,0.2986,221
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,9,0.2511,219
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,10,0.3059,219
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,11,0.235,217
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,12,0.307,215
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,13,0.2639,216
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,14,0.2698,215
x-ai-grok-4-5,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,15,0.2512,215
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,0,0.1875,176
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,1,0.2453,159
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,2,0.225,160
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,3,0.2393,163
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,4,0.2024,84
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,5,0.2099,81
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,6,0.1687,83
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,7,0.1875,80
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,8,0.1928,83
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,9,0.2,80
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,10,0.1875,80
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,11,0.2278,79
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,12,0.1899,79
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,13,0.2025,79
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,14,0.1948,77
x-ai-grok-4-5,pt-C1,controle-pt-03-memorial-ayres,controle-pt,15,0.1948,77
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,0,0.151,245
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,1,0.1314,236
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,2,0.1429,231
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,3,0.1299,231
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,4,0.1385,231
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,5,0.1348,230
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,6,0.1385,231
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,7,0.1299,231
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,8,0.1272,228
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,9,0.1272,228
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,10,0.1391,230
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,11,0.1145,227
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,12,0.131,229
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,13,0.1228,228
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,14,0.1228,228
x-ai-grok-4-5,pt-C1,regional-01-chasque-do-imperador,regional,15,0.1223,229
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,0,0.1944,216
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,1,0.2222,216
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,2,0.2488,213
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,3,0.2289,201
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,4,0.2289,201
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,5,0.2525,202
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,6,0.2338,201
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,7,0.2663,199
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,8,0.2108,204
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,9,0.255,200
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,10,0.2255,204
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,11,0.2549,204
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,12,0.2365,203
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,13,0.2624,202
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,14,0.2146,205
x-ai-grok-4-5,pt-C1,regional-02-contrabandista,regional,15,0.2537,205
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,0,0.1569,204
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,1,0.1443,194
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,2,0.1458,192
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,3,0.1316,190
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,4,0.1376,189
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,5,0.1376,189
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,6,0.127,189
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,7,0.1316,190
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,8,0.1368,190
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,9,0.1316,190
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,10,0.1421,190
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,11,0.1534,189
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,12,0.1452,186
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,13,0.1344,186
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,14,0.1452,186
x-ai-grok-4-5,pt-C1,regional-03-correr-eguada,regional,15,0.1505,186
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,0,0.25,196
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,1,0.2178,202
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,2,0.209,201
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,3,0.23,200
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,4,0.2261,199
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,5,0.2261,199
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,6,0.1756,205
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,7,0.1931,202
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,8,0.1626,203
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,9,0.1576,203
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,10,0.1626,203
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,11,0.2277,202
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,12,0.19,200
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,13,0.1921,203
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,14,0.1692,201
x-ai-grok-4-5,pt-C1,regional-04-jogo-do-osso,regional,15,0.199,201
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,0,0.1299,177
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,1,0.1279,172
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,2,0.1279,172
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,3,0.1163,172
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,4,0.1163,172
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,5,0.1138,167
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,6,0.1524,164
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,7,0.1625,160
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,8,0.1707,164
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,9,0.128,164
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,10,0.1576,165
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,11,0.1302,169
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,12,0.1506,166
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,13,0.1333,165
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,14,0.1524,164
x-ai-grok-4-5,pt-C1,regional-05-no-manantial,regional,15,0.1617,167
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,0,0.2336,244
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,1,0.1892,222
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,2,0.1898,216
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,3,0.2063,223
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,4,0.1659,223
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,5,0.2018,223
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,6,0.1538,221
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,7,0.1946,221
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,8,0.1538,221
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,9,0.1794,223
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,10,0.1727,220
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,11,0.1864,220
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,12,0.1773,220
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,13,0.1727,220
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,14,0.1789,218
x-ai-grok-4-5,pt-C1,regional-06-o-negro-bonifacio,regional,15,0.2091,220
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,0,0.25,244
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,1,0.2282,206
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,2,0.2587,201
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,3,0.2376,202
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,4,0.2463,203
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,5,0.2157,204
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,6,0.2353,204
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,7,0.2233,206
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,8,0.2222,207
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,9,0.2244,205
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,10,0.2206,204
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,11,0.2233,206
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,12,0.233,206
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,13,0.2222,207
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,14,0.2315,203
x-ai-grok-4-5,pt-C1,regional-07-os-cabelos-da-china,regional,15,0.2266,203
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,0,0.2278,237
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,1,0.2155,232
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,2,0.2308,234
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,3,0.234,235
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,4,0.2255,235
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,5,0.2308,234
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,6,0.2222,234
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,7,0.2009,234
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,8,0.2553,235
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,9,0.2161,236
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,10,0.2203,236
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,11,0.2137,234
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,12,0.2094,234
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,13,0.2328,232
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,14,0.2208,231
x-ai-grok-4-5,pt-C1,regional-08-penar-de-velhos,regional,15,0.2159,227
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,0,0.2,240
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,1,0.1632,239
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,2,0.1548,239
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,3,0.1548,239
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,4,0.2208,231
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,5,0.1814,226
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,6,0.2127,221
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,7,0.1839,223
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,8,0.2064,218
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,9,0.1757,222
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,10,0.2091,220
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,11,0.1757,222
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,12,0.2192,219
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,13,0.181,221
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,14,0.2018,218
x-ai-grok-4-5,pt-C1,regional-09-trezentas-oncas,regional,15,0.1826,219
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,0,0.2059,204
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,1,0.235,217
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,2,0.2582,213
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,3,0.2392,209
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,4,0.2632,209
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,5,0.2584,209
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,6,0.283,212
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,7,0.2347,213
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,8,0.2642,212
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,9,0.2356,208
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,10,0.2899,207
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,11,0.233,206
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,12,0.2596,208
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,13,0.226,208
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,14,0.2536,209
x-ai-grok-4-5,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,15,0.2344,209
x-ai-grok-4-5,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,0,0.2098,224
x-ai-grok-4-5,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,1,0.2394,213
x-ai-grok-4-5,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,2,0.2381,210
x-ai-grok-4-5,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,3,0.277,213
x-ai-grok-4-5,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,4,0.2749,211
x-ai-grok-4-5,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,5,0.2594,212
x-ai-grok-4-5,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,6,0.2654,211
x-ai-grok-4-5,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,7,0.2654,211
x-ai-grok-4-5,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,8,0.2701,211
x-ai-grok-4-5,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,9,0.2701,211
x-ai-grok-4-5,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,10,0.2762,210
x-ai-grok-4-5,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,11,0.2701,211
x-ai-grok-4-5,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,12,0.2701,211
x-ai-grok-4-5,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,13,0.2701,211
x-ai-grok-4-5,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,14,0.2654,211
x-ai-grok-4-5,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,15,0.2654,211
x-ai-grok-4-5,pt-C2,controle-pt-03-memorial-ayres,controle-pt,0,0.1875,176
x-ai-grok-4-5,pt-C2,controle-pt-03-memorial-ayres,controle-pt,1,0.2182,165
x-ai-grok-4-5,pt-C2,controle-pt-03-memorial-ayres,controle-pt,2,0.2045,176
x-ai-grok-4-5,pt-C2,controle-pt-03-memorial-ayres,controle-pt,3,0.2057,175
x-ai-grok-4-5,pt-C2,controle-pt-03-memorial-ayres,controle-pt,4,0.2057,175
x-ai-grok-4-5,pt-C2,controle-pt-03-memorial-ayres,controle-pt,5,0.2045,176
x-ai-grok-4-5,pt-C2,controle-pt-03-memorial-ayres,controle-pt,6,0.2069,174
x-ai-grok-4-5,pt-C2,controle-pt-03-memorial-ayres,controle-pt,7,0.2069,174
x-ai-grok-4-5,pt-C2,controle-pt-03-memorial-ayres,controle-pt,8,0.2045,176
x-ai-grok-4-5,pt-C2,controle-pt-03-memorial-ayres,controle-pt,9,0.2022,178
x-ai-grok-4-5,pt-C2,controle-pt-03-memorial-ayres,controle-pt,10,0.2273,176
x-ai-grok-4-5,pt-C2,controle-pt-03-memorial-ayres,controle-pt,11,0.2179,179
